 1.00000000e-02 0.00000000e+00
3.00000000e-02 0.00000000e+00
5.00000000e-02 0.00000000e+00
7.00000000e-02 0.00000000e+00
9.00000000e-02 0.00000000e+00
1.10000000e-01 0.00000000e+00
1.30000000e-01 0.00000000e+00
1.50000000e-01 0.00000000e+00
1.70000000e-01 0.00000000e+00
1.90000000e-01 0.00000000e+00
2.10000000e-01 0.00000000e+00
2.30000000e-01 0.00000000e+00
2.50000000e-01 0.00000000e+00
2.70000000e-01 0.00000000e+00
2.90000000e-01 0.00000000e+00
3.10000000e-01 0.00000000e+00
3.30000000e-01 0.00000000e+00
3.50000000e-01 0.00000000e+00
3.70000000e-01 0.00000000e+00
3.90000000e-01 0.00000000e+00
4.10000000e-01 0.00000000e+00
4.30000000e-01 0.00000000e+00
4.50000000e-01 0.00000000e+00
4.70000000e-01 0.00000000e+00
4.90000000e-01 0.00000000e+00
5.10000000e-01 0.00000000e+00
5.30000000e-01 0.00000000e+00
5.50000000e-01 0.00000000e+00
5.70000000e-01 0.00000000e+00
5.90000000e-01 0.00000000e+00
6.10000000e-01 0.00000000e+00
6.30000000e-01 0.00000000e+00
6.50000000e-01 0.00000000e+00
6.70000000e-01 0.00000000e+00
6.90000000e-01 0.00000000e+00
7.10000000e-01 0.00000000e+00
7.30000000e-01 0.00000000e+00
7.50000000e-01 4.19724160e+00
7.70000000e-01 5.39509657e+01
7.90000000e-01 2.40229000e+02
8.10000000e-01 8.49328293e+02
8.30000000e-01 2.71956908e+03
8.50000000e-01 6.61407228e+03
8.70000000e-01 1.24869427e+04
8.90000000e-01 1.93631023e+04
9.10000000e-01 2.55477421e+04
9.30000000e-01 2.91428548e+04
9.50000000e-01 2.90494644e+04
9.70000000e-01 2.53957518e+04
9.90000000e-01 1.93875125e+04
1.01000000e+00 1.27674258e+04
1.03000000e+00 7.17776146e+03
1.05000000e+00 3.38947336e+03
1.07000000e+00 1.27926571e+03
1.09000000e+00 3.57100794e+02
1.11000000e+00 7.39402787e+01
1.13000000e+00 7.89767592e+00
1.15000000e+00 0.00000000e+00
1.17000000e+00 0.00000000e+00
1.19000000e+00 0.00000000e+00
1.21000000e+00 0.00000000e+00
1.23000000e+00 0.00000000e+00
1.25000000e+00 0.00000000e+00
1.27000000e+00 0.00000000e+00
1.29000000e+00 0.00000000e+00
1.31000000e+00 0.00000000e+00
1.33000000e+00 0.00000000e+00
1.35000000e+00 0.00000000e+00
1.37000000e+00 0.00000000e+00
1.39000000e+00 0.00000000e+00
1.41000000e+00 0.00000000e+00
1.43000000e+00 0.00000000e+00
1.45000000e+00 0.00000000e+00
1.47000000e+00 0.00000000e+00
1.49000000e+00 0.00000000e+00
1.51000000e+00 0.00000000e+00
1.53000000e+00 0.00000000e+00
1.55000000e+00 0.00000000e+00
1.57000000e+00 0.00000000e+00
1.59000000e+00 0.00000000e+00
1.61000000e+00 0.00000000e+00
1.63000000e+00 0.00000000e+00
1.65000000e+00 0.00000000e+00
1.67000000e+00 0.00000000e+00
1.69000000e+00 0.00000000e+00
1.71000000e+00 0.00000000e+00
1.73000000e+00 0.00000000e+00
1.75000000e+00 0.00000000e+00
1.77000000e+00 0.00000000e+00
1.79000000e+00 0.00000000e+00
1.81000000e+00 0.00000000e+00
1.83000000e+00 0.00000000e+00
1.85000000e+00 0.00000000e+00
1.87000000e+00 0.00000000e+00
1.89000000e+00 0.00000000e+00
1.91000000e+00 0.00000000e+00
1.93000000e+00 0.00000000e+00
1.95000000e+00 0.00000000e+00
1.97000000e+00 0.00000000e+00
1.99000000e+00 0.00000000e+00
